car_id;display_name;year;make;model;asset;manufacturer_code;raw_model;confidence;zip_file;internal_path
314;2002 Chevrolet Corvette Z 06;2002;Chevrolet;Corvette Z 06;CHE_CorvetteZ06_02;CHE;CorvetteZ06;id-from-game-asset-name-auto-cleaned;CHE_CorvetteZ06_02.zip;Scene/animations/Mojo/clip/carclips_314.clipd
315;1970 Chevrolet Corvette ZR 1;1970;Chevrolet;Corvette ZR 1;CHE_CorvetteZR1_70;CHE;CorvetteZR1;id-from-game-asset-name-auto-cleaned;CHE_CorvetteZR1_70.zip;Scene/animations/Mojo/clip/carclips_315.clipd
316;1988 Lamborghini Countach;1988;Lamborghini;Countach;LAM_Countach_88;LAM;Countach;id-from-game-asset-name-auto-cleaned;LAM_Countach_88.zip;Scene/animations/Mojo/clip/carclips_316.clipd
320;1991 Honda CR-X Si;1991;Honda;CR-X Si;HON_CRXsi_91;HON;CRXsi;id-from-game-asset-name-auto-cleaned;HON_CRXsi_91.zip;Scene/animations/Mojo/clip/carclips_320.clipd
323;1992 Lancia Delta;1992;Lancia;Delta;LAN_Delta_92;LAN;Delta;id-from-game-asset-name-auto-cleaned;LAN_Delta_92.zip;Scene/animations/Mojo/clip/carclips_323.clipd
324;1999 Lamborghini Diablo GTR;1999;Lamborghini;Diablo GTR;LAM_DiabloGTR_99;LAM;DiabloGTR;id-from-game-asset-name-auto-cleaned;LAM_DiabloGTR_99.zip;Scene/animations/Mojo/clip/carclips_324.clipd
325;1997 Lamborghini Diablo SV;1997;Lamborghini;Diablo SV;LAM_DiabloSV_97;LAM;DiabloSV;id-from-game-asset-name-auto-cleaned;LAM_DiabloSV_97.zip;Scene/animations/Mojo/clip/carclips_325.clipd
326;1969 Ferrari Dino 246;1969;Ferrari;Dino 246;FER_Dino246_69;FER;Dino246;id-from-game-asset-name-auto-cleaned;FER_Dino246_69.zip;Scene/animations/Mojo/clip/carclips_326.clipd
327;1995 Mitsubishi Eclipse GSX;1995;Mitsubishi;Eclipse GSX;MIT_EclipseGSX_95;MIT;EclipseGSX;id-from-game-asset-name-auto-cleaned;MIT_EclipseGSX_95.zip;Scene/animations/Mojo/clip/carclips_327.clipd
333;2002 Ferrari Enzo;2002;Ferrari;Enzo;FER_Enzo_02;FER;Enzo;id-from-game-asset-name-auto-cleaned;FER_Enzo_02.zip;Scene/animations/Mojo/clip/carclips_333.clipd
336;1961 Jaguar Etype;1961;Jaguar;Etype;JAG_Etype_61;JAG;Etype;id-from-game-asset-name-auto-cleaned;JAG_Etype_61.zip;Scene/animations/Mojo/clip/carclips_336.clipd
338;1997 McLaren F 1 GT;1997;McLaren;F 1 GT;MCL_F1GT_97;MCL;F1GT;id-from-game-asset-name-auto-cleaned;MCL_F1GT_97.zip;Scene/animations/Mojo/clip/carclips_338.clipd
340;1987 Ferrari F 40;1987;Ferrari;F 40;FER_F40_87;FER;F40;id-from-game-asset-name-auto-cleaned;FER_F40_87.zip;Scene/animations/Mojo/clip/carclips_340.clipd
342;1995 Ferrari F 50;1995;Ferrari;F 50;FER_F50_95;FER;F50;id-from-game-asset-name-auto-cleaned;FER_F50_95.zip;Scene/animations/Mojo/clip/carclips_342.clipd
343;1969 Nissan Fairlady 432 Z;1969;Nissan;Fairlady 432 Z;NIS_Fairlady432Z_69;NIS;Fairlady432Z;id-from-game-asset-name-auto-cleaned;NIS_Fairlady432Z_69.zip;Scene/animations/Mojo/clip/carclips_343.clipd
344;2003 Nissan Fairlady Z;2003;Nissan;Fairlady Z;NIS_FairladyZ_03;NIS;FairladyZ;id-from-game-asset-name-auto-cleaned;NIS_FairladyZ_03.zip;Scene/animations/Mojo/clip/carclips_344.clipd
345;1994 Nissan Fairlady Zv STwin Turbo;1994;Nissan;Fairlady Zv STwin Turbo;NIS_FairladyZvSTwinTurbo_94;NIS;FairladyZvSTwinTurbo;id-from-game-asset-name-auto-cleaned;NIS_FairladyZvSTwinTurbo_94.zip;Scene/animations/Mojo/clip/carclips_345.clipd
348;2005 Ford gt;2005;Ford;gt;for_gt_05;for;gt;id-from-game-asset-name-auto-cleaned;for_gt_05.zip;Scene/animations/Mojo/clip/carclips_348.clipd
353;1992 Volkswagen Golf GTi 16 v Mk 2;1992;Volkswagen;Golf GTi 16 v Mk 2;VW_GolfGTi16vMk2_92;VW;GolfGTi16vMk2;id-from-game-asset-name-auto-cleaned;VW_GolfGTi16vMk2_92.zip;Scene/animations/Mojo/clip/carclips_353.clipd
357;1997 Mitsubishi GTO;1997;Mitsubishi;GTO;MIT_GTO_97;MIT;GTO;id-from-game-asset-name-auto-cleaned;MIT_GTO_97.zip;Scene/animations/Mojo/clip/carclips_357.clipd
358;1984 Ferrari GTO;1984;Ferrari;GTO;FER_GTO_84;FER;GTO;id-from-game-asset-name-auto-cleaned;FER_GTO_84.zip;Scene/animations/Mojo/clip/carclips_358.clipd
363;1998 Subaru Impreza 22 b;1998;Subaru;Impreza 22 b;SUB_Impreza22b_98;SUB;Impreza22b;id-from-game-asset-name-auto-cleaned;SUB_Impreza22b_98.zip;Scene/animations/Mojo/clip/carclips_363.clipd
364;2004 Subaru WRXSTi;2004;Subaru;WRXSTi;SUB_WRXSTi_04;SUB;WRXSTi;id-from-game-asset-name-auto-cleaned;SUB_WRXSTi_04.zip;Scene/animations/Mojo/clip/carclips_364.clipd
365;2005 Subaru WRXSTi;2005;Subaru;WRXSTi;SUB_WRXSTi_05;SUB;WRXSTi;id-from-game-asset-name-auto-cleaned;SUB_WRXSTi_05.zip;Scene/animations/Mojo/clip/carclips_365.clipd
368;2001 Acura Integra Type R;2001;Acura;Integra Type R;ACU_IntegraR_01;ACU;IntegraR;id-from-game-asset-name-auto-cleaned;ACU_IntegraR_01.zip;Scene/animations/Mojo/clip/carclips_368.clipd
374;2006 Mitsubishi Lancer Evo IXMR;2006;Mitsubishi;Lancer Evo IXMR;MIT_LancerEvoIXMR_06;MIT;LancerEvoIXMR;id-from-game-asset-name-auto-cleaned;MIT_LancerEvoIXMR_06.zip;Scene/animations/Mojo/clip/carclips_374.clipd
378;2004 Mitsubishi Lancer Evo VIIIMR;2004;Mitsubishi;Lancer Evo VIIIMR;MIT_LancerEvoVIIIMR_04;MIT;LancerEvoVIIIMR;id-from-game-asset-name-auto-cleaned;MIT_LancerEvoVIIIMR_04.zip;Scene/animations/Mojo/clip/carclips_378.clipd
379;2005 Subaru Legacy B 4 GT;2005;Subaru;Legacy B 4 GT;SUB_LegacyB4GT_05;SUB;LegacyB4GT;id-from-game-asset-name-auto-cleaned;SUB_LegacyB4GT_05.zip;Scene/animations/Mojo/clip/carclips_379.clipd
382;1997 BMW E 36 M 3;1997;BMW;E 36 M 3;BMW_E36M3_97;BMW;E36M3;id-from-game-asset-name-auto-cleaned;BMW_E36M3_97.zip;Scene/animations/Mojo/clip/carclips_382.clipd
383;2005 BMW E 46 M 3;2005;BMW;E 46 M 3;BMW_E46M3_05;BMW;E46M3;id-from-game-asset-name-auto-cleaned;BMW_E46M3_05.zip;Scene/animations/Mojo/clip/carclips_383.clipd
391;2004 Maserati MC 12;2004;Maserati;MC 12;MAS_MC12_04;MAS;MC12;id-from-game-asset-name-auto-cleaned;MAS_MC12_04.zip;Scene/animations/Mojo/clip/carclips_391.clipd
398;1995 Toyota MR 2 GT;1995;Toyota;MR 2 GT;TOY_MR2GT_95;TOY;MR2GT;id-from-game-asset-name-auto-cleaned;TOY_MR2GT_95.zip;Scene/animations/Mojo/clip/carclips_398.clipd
405;2000 Ford Mustang Cobra R;2000;Ford;Mustang Cobra R;FOR_MustangCobraR_00;FOR;MustangCobraR;id-from-game-asset-name-auto-cleaned;FOR_MustangCobraR_00.zip;Scene/animations/Mojo/clip/carclips_405.clipd
411;2005 Honda NSXR;2005;Honda;NSXR;HON_NSXR_05;HON;NSXR;id-from-game-asset-name-auto-cleaned;HON_NSXR_05.zip;Scene/animations/Mojo/clip/carclips_411.clipd
412;1992 Honda NSXR;1992;Honda;NSXR;HON_NSXR_92;HON;NSXR;id-from-game-asset-name-auto-cleaned;HON_NSXR_92.zip;Scene/animations/Mojo/clip/carclips_412.clipd
417;1987 Buick Regal GNX;1987;Buick;Regal GNX;BUI_RegalGNX_87;BUI;RegalGNX;id-from-game-asset-name-auto-cleaned;BUI_RegalGNX_87.zip;Scene/animations/Mojo/clip/carclips_417.clipd
419;2006 Audi RS 4;2006;Audi;RS 4;AUD_RS4_06;AUD;RS4;id-from-game-asset-name-auto-cleaned;AUD_RS4_06.zip;Scene/animations/Mojo/clip/carclips_419.clipd
420;2003 Audi RS 6;2003;Audi;RS 6;AUD_RS6_03;AUD;RS6;id-from-game-asset-name-auto-cleaned;AUD_RS6_03.zip;Scene/animations/Mojo/clip/carclips_420.clipd
422;2002 Acura RSX Type S;2002;Acura;RSX Type S;ACU_RSXTypeS_02;ACU;RSXTypeS;id-from-game-asset-name-auto-cleaned;ACU_RSXTypeS_02.zip;Scene/animations/Mojo/clip/carclips_422.clipd
423;1990 Mazda RX 7;1990;Mazda;RX 7;MAZ_RX7_90;MAZ;RX7;id-from-game-asset-name-auto-cleaned;MAZ_RX7_90.zip;Scene/animations/Mojo/clip/carclips_423.clipd
427;2003 Honda S 2000;2003;Honda;S 2000;HON_S2000_03;HON;S2000;id-from-game-asset-name-auto-cleaned;HON_S2000_03.zip;Scene/animations/Mojo/clip/carclips_427.clipd
433;2005 TVR Sagaris;2005;TVR;Sagaris;TVR_Sagaris_05;TVR;Sagaris;id-from-game-asset-name-auto-cleaned;TVR_Sagaris_05.zip;Scene/animations/Mojo/clip/carclips_433.clipd
440;1994 Nissan Silvia Ks;1994;Nissan;Silvia Ks;NIS_SilviaKs_94;NIS;SilviaKs;id-from-game-asset-name-auto-cleaned;NIS_SilviaKs_94.zip;Scene/animations/Mojo/clip/carclips_440.clipd
455;1985 Toyota Sprinter;1985;Toyota;Sprinter;TOY_Sprinter_85;TOY;Sprinter;id-from-game-asset-name-auto-cleaned;TOY_Sprinter_85.zip;Scene/animations/Mojo/clip/carclips_455.clipd
458;1974 Lancia Stratos;1974;Lancia;Stratos;LAN_Stratos_74;LAN;Stratos;id-from-game-asset-name-auto-cleaned;LAN_Stratos_74.zip;Scene/animations/Mojo/clip/carclips_458.clipd
460;1992 Toyota Supra 20 GT;1992;Toyota;Supra 20 GT;TOY_Supra20GT_92;TOY;Supra20GT;id-from-game-asset-name-auto-cleaned;TOY_Supra20GT_92.zip;Scene/animations/Mojo/clip/carclips_460.clipd
461;1998 Toyota Supra RZ;1998;Toyota;Supra RZ;TOY_SupraRZ_98;TOY;SupraRZ;id-from-game-asset-name-auto-cleaned;TOY_SupraRZ_98.zip;Scene/animations/Mojo/clip/carclips_461.clipd
483;1999 Dodge Viper GTSACR;1999;Dodge;Viper GTSACR;DOD_ViperGTSACR_99;DOD;ViperGTSACR;id-from-game-asset-name-auto-cleaned;DOD_ViperGTSACR_99.zip;Scene/animations/Mojo/clip/carclips_483.clipd
489;1993 Jaguar XJ 220;1993;Jaguar;XJ 220;JAG_XJ220_93;JAG;XJ220;id-from-game-asset-name-auto-cleaned;JAG_XJ220_93.zip;Scene/animations/Mojo/clip/carclips_489.clipd
513;1969 Dodge Charger RT;1969;Dodge;Charger RT;DOD_ChargerRT_69;DOD;ChargerRT;id-from-game-asset-name-auto-cleaned;DOD_ChargerRT_69.zip;Scene/animations/Mojo/clip/carclips_513.clipd
567;1998 Nissan R 390;1998;Nissan;R 390;NIS_R390_98;NIS;R390;id-from-game-asset-name-auto-cleaned;NIS_R390_98.zip;Scene/animations/Mojo/clip/carclips_567.clipd
568;1998 Mercedes-Benz CLKGTR;1998;Mercedes-Benz;CLKGTR;MER_CLKGTR_98;MER;CLKGTR;id-from-game-asset-name-auto-cleaned;MER_CLKGTR_98.zip;Scene/animations/Mojo/clip/carclips_568.clipd
569;2005 Honda NSXRGT;2005;Honda;NSXRGT;HON_NSXRGT_05;HON;NSXRGT;id-from-game-asset-name-auto-cleaned;HON_NSXRGT_05.zip;Scene/animations/Mojo/clip/carclips_569.clipd
615;2007 Peugeot 207 Super 2000;2007;Peugeot;207 Super 2000;PEU_207Super2000_07;PEU;207Super2000;id-from-game-asset-name-auto-cleaned;PEU_207Super2000_07.zip;Scene/animations/Mojo/clip/carclips_615.clipd
625;2007 Honda Civic Type R;2007;Honda;Civic Type R;HON_CivicTypeR_07;HON;CivicTypeR;id-from-game-asset-name-auto-cleaned;HON_CivicTypeR_07.zip;Scene/animations/Mojo/clip/carclips_625.clipd
633;1983 Audi Sport Quattro;1983;Audi;Sport Quattro;AUD_SportQuattro_83;AUD;SportQuattro;id-from-game-asset-name-auto-cleaned;AUD_SportQuattro_83.zip;Scene/animations/Mojo/clip/carclips_633.clipd
634;1980 Renault 5 Turbo;1980;Renault;5 Turbo;REN_5Turbo_80;REN;5Turbo;id-from-game-asset-name-auto-cleaned;REN_5Turbo_80.zip;Scene/animations/Mojo/clip/carclips_634.clipd
637;1967 Lamborghini Miura P 400;1967;Lamborghini;Miura P 400;LAM_MiuraP400_67;LAM;MiuraP400;id-from-game-asset-name-auto-cleaned;LAM_MiuraP400_67.zip;Scene/animations/Mojo/clip/carclips_637.clipd
639;1970 Dodge Challenger Hemi;1970;Dodge;Challenger Hemi;DOD_ChallengerHemi_70;DOD;ChallengerHemi;id-from-game-asset-name-auto-cleaned;DOD_ChallengerHemi_70.zip;Scene/animations/Mojo/clip/carclips_639.clipd
641;1998 Porsche 996 GT 1;1998;Porsche;996 GT 1;POR_996GT1_98;POR;996GT1;id-from-game-asset-name-auto-cleaned;POR_996GT1_98.zip;Scene/animations/Mojo/clip/carclips_641.clipd
1006;2005 Ferrari FXX;2005;Ferrari;FXX;FER_FXX_05;FER;FXX;id-from-game-asset-name-auto-cleaned;FER_FXX_05.zip;Scene/animations/Mojo/clip/carclips_1006.clipd
1007;2008 Koenigsegg CCGT;2008;Koenigsegg;CCGT;KOE_CCGT_08;KOE;CCGT;id-from-game-asset-name-auto-cleaned;KOE_CCGT_08.zip;Scene/animations/Mojo/clip/carclips_1007.clipd
1009;2008 Mitsubishi Lancer Evo XGSR;2008;Mitsubishi;Lancer Evo XGSR;MIT_LancerEvoXGSR_08;MIT;LancerEvoXGSR;id-from-game-asset-name-auto-cleaned;MIT_LancerEvoXGSR_08.zip;Scene/animations/Mojo/clip/carclips_1009.clipd
1011;2008 BMW M 3 E 92;2008;BMW;M 3 E 92;BMW_M3E92_08;BMW;M3E92;id-from-game-asset-name-auto-cleaned;BMW_M3E92_08.zip;Scene/animations/Mojo/clip/carclips_1011.clipd
1020;1996 Ferrari f 50 gt;1996;Ferrari;f 50 gt;fer_f50gt_96;fer;f50gt;id-from-game-asset-name-auto-cleaned;fer_f50gt_96.zip;Scene/animations/Mojo/clip/carclips_1020.clipd
1022;2007 Ferrari F 430 Scuderia;2007;Ferrari;F 430 Scuderia;FER_F430Scuderia_07;FER;F430Scuderia;id-from-game-asset-name-auto-cleaned;FER_F430Scuderia_07.zip;Scene/animations/Mojo/clip/carclips_1022.clipd
1023;1989 Ferrari F 40 Competizione;1989;Ferrari;F 40 Competizione;FER_F40Competizione_89;FER;F40Competizione;id-from-game-asset-name-auto-cleaned;FER_F40Competizione_89.zip;Scene/animations/Mojo/clip/carclips_1023.clipd
1032;2008 Alfa Romeo 8 C;2008;Alfa Romeo;8 C;ALF_8C_08;ALF;8C;id-from-game-asset-name-auto-cleaned;ALF_8C_08.zip;Scene/animations/Mojo/clip/carclips_1032.clipd
1034;1994 Toyota Celica ST 205;1994;Toyota;Celica ST 205;TOY_CelicaST205_94;TOY;CelicaST205;id-from-game-asset-name-auto-cleaned;TOY_CelicaST205_94.zip;Scene/animations/Mojo/clip/carclips_1034.clipd
1040;1981 BMW M 1;1981;BMW;M 1;BMW_M1_81;BMW;M1;id-from-game-asset-name-auto-cleaned;BMW_M1_81.zip;Scene/animations/Mojo/clip/carclips_1040.clipd
1041;1993 Ford Mustang SVTCobra R;1993;Ford;Mustang SVTCobra R;FOR_MustangSVTCobraR_93;FOR;MustangSVTCobraR;id-from-game-asset-name-auto-cleaned;FOR_MustangSVTCobraR_93.zip;Scene/animations/Mojo/clip/carclips_1041.clipd
1042;1971 Nissan Skyline 2000 GTR;1971;Nissan;Skyline 2000 GTR;NIS_Skyline2000GTR_71;NIS;Skyline2000GTR;id-from-game-asset-name-auto-cleaned;NIS_Skyline2000GTR_71.zip;Scene/animations/Mojo/clip/carclips_1042.clipd
1045;1987 Pontiac Trans Am GTA;1987;Pontiac;Trans Am GTA;PON_TransAmGTA_87;PON;TransAmGTA;id-from-game-asset-name-auto-cleaned;PON_TransAmGTA_87.zip;Scene/animations/Mojo/clip/carclips_1045.clipd
1046;2008 Dodge Viper SRT 10 ACR;2008;Dodge;Viper SRT 10 ACR;DOD_ViperSRT10ACR_08;DOD;ViperSRT10ACR;id-from-game-asset-name-auto-cleaned;DOD_ViperSRT10ACR_08.zip;Scene/animations/Mojo/clip/carclips_1046.clipd
1052;2006 Dodge Ram SRT 10;2006;Dodge;Ram SRT 10;DOD_RamSRT10_06;DOD;RamSRT10;id-from-game-asset-name-auto-cleaned;DOD_RamSRT10_06.zip;Scene/animations/Mojo/clip/carclips_1052.clipd
1059;2008 BMW Z 4 MCoupe;2008;BMW;Z 4 MCoupe;BMW_Z4MCoupe_08;BMW;Z4MCoupe;id-from-game-asset-name-auto-cleaned;BMW_Z4MCoupe_08.zip;Scene/animations/Mojo/clip/carclips_1059.clipd
1060;2008 Subaru WRXSTi;2008;Subaru;WRXSTi;SUB_WRXSTi_08;SUB;WRXSTi;id-from-game-asset-name-auto-cleaned;SUB_WRXSTi_08.zip;Scene/animations/Mojo/clip/carclips_1060.clipd
1063;1969 Dodge Charger Daytona;1969;Dodge;Charger Daytona;DOD_ChargerDaytona_69;DOD;ChargerDaytona;id-from-game-asset-name-auto-cleaned;DOD_ChargerDaytona_69.zip;Scene/animations/Mojo/clip/carclips_1063.clipd
1064;1979 Chevrolet Camaro Z 28;1979;Chevrolet;Camaro Z 28;CHE_CamaroZ28_79;CHE;CamaroZ28;id-from-game-asset-name-auto-cleaned;CHE_CamaroZ28_79.zip;Scene/animations/Mojo/clip/carclips_1064.clipd
1069;2009 Chevrolet Corvette ZR 1;2009;Chevrolet;Corvette ZR 1;CHE_CorvetteZR1_09;CHE;CorvetteZR1;id-from-game-asset-name-auto-cleaned;CHE_CorvetteZR1_09.zip;Scene/animations/Mojo/clip/carclips_1069.clipd
1086;2009 Ford Focus RS;2009;Ford;Focus RS;FOR_FocusRS_09;FOR;FocusRS;id-from-game-asset-name-auto-cleaned;FOR_FocusRS_09.zip;Scene/animations/Mojo/clip/carclips_1086.clipd
1090;2009 Mercedes-Benz SL 65 AMG;2009;Mercedes-Benz;SL 65 AMG;MER_SL65AMG_09;MER;SL65AMG;id-from-game-asset-name-auto-cleaned;MER_SL65AMG_09.zip;Scene/animations/Mojo/clip/carclips_1090.clipd
1093;1960 Chevrolet Corvette;1960;Chevrolet;Corvette;CHE_Corvette_60;CHE;Corvette;id-from-game-asset-name-auto-cleaned;CHE_Corvette_60.zip;Scene/animations/Mojo/clip/carclips_1093.clipd
1103;2010 Nissan 370 Z;2010;Nissan;370 Z;NIS_370Z_10;NIS;370Z;id-from-game-asset-name-auto-cleaned;NIS_370Z_10.zip;Scene/animations/Mojo/clip/carclips_1103.clipd
1104;1970 Nissan 510;1970;Nissan;510;NIS_510_70;NIS;510;id-from-game-asset-name-auto-cleaned;NIS_510_70.zip;Scene/animations/Mojo/clip/carclips_1104.clipd
1105;1964 Aston Martin DB 5 Vantage;1964;Aston Martin;DB 5 Vantage;AST_DB5Vantage_64;AST;DB5Vantage;id-from-game-asset-name-auto-cleaned;AST_DB5Vantage_64.zip;Scene/animations/Mojo/clip/carclips_1105.clipd
1108;1987 Ford RS 200 Evolution;1987;Ford;RS 200 Evolution;FOR_RS200Evolution_87;FOR;RS200Evolution;id-from-game-asset-name-auto-cleaned;FOR_RS200Evolution_87.zip;Scene/animations/Mojo/clip/carclips_1108.clipd
1110;1994 Mazda Miata;1994;Mazda;Miata;MAZ_Miata_94;MAZ;Miata;id-from-game-asset-name-auto-cleaned;MAZ_Miata_94.zip;Scene/animations/Mojo/clip/carclips_1110.clipd
1124;1980 Fiat 131 Abarth Stradale;1980;Fiat;131 Abarth Stradale;FIA_131AbarthStradale_80;FIA;131AbarthStradale;id-from-game-asset-name-auto-cleaned;FIA_131AbarthStradale_80.zip;Scene/animations/Mojo/clip/carclips_1124.clipd
1126;2009 BMW M 5;2009;BMW;M 5;BMW_M5_09;BMW;M5;id-from-game-asset-name-auto-cleaned;BMW_M5_09.zip;Scene/animations/Mojo/clip/carclips_1126.clipd
1130;2011 McLaren MP 412 C;2011;McLaren;MP 412 C;MCL_MP412C_11;MCL;MP412C;id-from-game-asset-name-auto-cleaned;MCL_MP412C_11.zip;Scene/animations/Mojo/clip/carclips_1130.clipd
1131;2010 Ferrari F 142;2010;Ferrari;F 142;FER_F142_10;FER;F142;id-from-game-asset-name-auto-cleaned;FER_F142_10.zip;Scene/animations/Mojo/clip/carclips_1131.clipd
1150;1965 Alfa Romeo GTA;1965;Alfa Romeo;GTA;ALF_GTA_65;ALF;GTA;id-from-game-asset-name-auto-cleaned;ALF_GTA_65.zip;Scene/animations/Mojo/clip/carclips_1150.clipd
1155;1965 Shelby Cobra Daytona;1965;Shelby;Cobra Daytona;SHE_CobraDaytona_65;SHE;CobraDaytona;id-from-game-asset-name-auto-cleaned;SHE_CobraDaytona_65.zip;Scene/animations/Mojo/clip/carclips_1155.clipd
1171;2010 Ferrari 599 XX;2010;Ferrari;599 XX;FER_599XX_10;FER;599XX;id-from-game-asset-name-auto-cleaned;FER_599XX_10.zip;Scene/animations/Mojo/clip/carclips_1171.clipd
1173;2010 Lamborghini LP 6704 SV;2010;Lamborghini;LP 6704 SV;LAM_LP6704SV_10;LAM;LP6704SV;id-from-game-asset-name-auto-cleaned;LAM_LP6704SV_10.zip;Scene/animations/Mojo/clip/carclips_1173.clipd
1175;2010 Pagani Zonda R;2010;Pagani;Zonda R;PAG_ZondaR_10;PAG;ZondaR;id-from-game-asset-name-auto-cleaned;PAG_ZondaR_10.zip;Scene/animations/Mojo/clip/carclips_1175.clipd
1184;2009 Audi RS 6;2009;Audi;RS 6;AUD_RS6_09;AUD;RS6;id-from-game-asset-name-auto-cleaned;AUD_RS6_09.zip;Scene/animations/Mojo/clip/carclips_1184.clipd
1200;2009 Audi R 8 LMS;2009;Audi;R 8 LMS;AUD_R8LMS_09;AUD;R8LMS;id-from-game-asset-name-auto-cleaned;AUD_R8LMS_09.zip;Scene/animations/Mojo/clip/carclips_1200.clipd
1204;2010 Renault Megane RS 250;2010;Renault;Megane RS 250;REN_MeganeRS250_10;REN;MeganeRS250;id-from-game-asset-name-auto-cleaned;REN_MeganeRS250_10.zip;Scene/animations/Mojo/clip/carclips_1204.clipd
1215;2000 Nissan CAR;2000;Nissan;CAR;NUL_CAR_00;NUL;CAR;id-from-game-asset-name-auto-cleaned;NUL_CAR_00.zip;Scene/animations/Mojo/clip/carclips_1215.clipd
